,States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
384,assam,2018,2,Others,46852,31425754.725386057
385,assam,2018,3,Recharge & bill payments,1275136,254569069.32411742
386,assam,2018,3,Peer-to-peer payments,843571,3424136709.5088205
387,assam,2018,3,Merchant payments,159532,96783839.37466942
388,assam,2018,3,Financial Services,22677,4741123.821880115
389,assam,2018,3,Others,50935,30904247.884785894
390,assam,2018,4,Recharge & bill payments,1703488,317661277.3470997
391,assam,2018,4,Peer-to-peer payments,1279089,5284776455.070784
392,assam,2018,4,Merchant payments,667293,240563395.2777939
393,assam,2018,4,Financial Services,28035,6331912.52655252
394,assam,2018,4,Others,56267,38689818.79087821
395,assam,2019,1,Recharge & bill payments,1993220,400281677.94382846
396,assam,2019,1,Peer-to-peer payments,1976310,7291433300.700247
397,assam,2019,1,Merchant payments,494871,266644645.74929428
398,assam,2019,1,Financial Services,20162,4612454.1127945455
399,assam,2019,1,Others,48442,39127457.944687635
400,assam,2019,2,Recharge & bill payments,2512932,539315772.8606573
401,assam,2019,2,Peer-to-peer payments,2293770,10035232820.852964
402,assam,2019,2,Merchant payments,573646,326844709.5879724
403,assam,2019,2,Financial Services,13654,4037222.414240564
404,assam,2019,2,Others,60927,49538663.41037582
405,assam,2019,3,Peer-to-peer payments,2713539,11835800855.176552
406,assam,2019,3,Recharge & bill payments,2645302,639885372.7480905
407,assam,2019,3,Merchant payments,513728,421380275.4207429
408,assam,2019,3,Financial Services,8606,6403456.344768786
409,assam,2019,3,Others,61396,46973660.73634353
410,assam,2019,4,Peer-to-peer payments,3222143,14083346879.361855
411,assam,2019,4,Recharge & bill payments,2937800,704118873.972094
412,assam,2019,4,Merchant payments,544053,456318130.082201
413,assam,2019,4,Financial Services,9621,3492255.0860687294
414,assam,2019,4,Others,46893,34707757.009855896
415,assam,2020,1,Peer-to-peer payments,4058740,18977446151.768826
416,assam,2020,1,Recharge & bill payments,3897975,971722606.1579468
417,assam,2020,1,Merchant payments,792646,675423852.9512749
418,assam,2020,1,Financial Services,10173,7054325.507515656
419,assam,2020,1,Others,49326,36781411.34368035
420,assam,2020,2,Recharge & bill payments,6045321,1612522828.7163475
421,assam,2020,2,Peer-to-peer payments,3648386,17358374071.26616
422,assam,2020,2,Merchant payments,742400,749018053.2400584
423,assam,2020,2,Financial Services,19814,18130004.687672265
424,assam,2020,2,Others,49278,28255168.009208795
425,assam,2020,3,Peer-to-peer payments,5637893,26646565777.43919
426,assam,2020,3,Recharge & bill payments,5292154,1627282415.9451878
427,assam,2020,3,Merchant payments,1383230,1492484153.3873158
428,assam,2020,3,Financial Services,24954,28452966.026372254
429,assam,2020,3,Others,59480,36605946.74600269
430,assam,2020,4,Peer-to-peer payments,7538478,36013292450.814384
431,assam,2020,4,Recharge & bill payments,5383505,1662189124.4177454
432,assam,2020,4,Merchant payments,2392184,2466913305.59039
433,assam,2020,4,Financial Services,29764,32314809.975261033
434,assam,2020,4,Others,79523,51901628.46643049
435,assam,2021,1,Peer-to-peer payments,9449096,45476079487.10464
436,assam,2021,1,Recharge & bill payments,6494111,2103017761.546533
437,assam,2021,1,Merchant payments,3459132,3657261586.2001615
438,assam,2021,1,Financial Services,34049,41291047.3832124
439,assam,2021,1,Others,75672,48814663.88782827
440,assam,2021,2,Peer-to-peer payments,11668399,51521387890.61253
441,assam,2021,2,Recharge & bill payments,9058005,2657676415.2458973
442,assam,2021,2,Merchant payments,4562669,4914753140.040101
443,assam,2021,2,Financial Services,49671,46106001.498141706
444,assam,2021,2,Others,94161,52549929.267157935
445,assam,2021,3,Peer-to-peer payments,15617592,64131823895.235466
446,assam,2021,3,Recharge & bill payments,10284267,3248364164.1984267
447,assam,2021,3,Merchant payments,7431371,8208706348.034584
448,assam,2021,3,Financial Services,39479,43889820.495989755
449,assam,2021,3,Others,131732,67715045.34317216
450,assam,2021,4,Peer-to-peer payments,21393962,86801625126.53499
451,assam,2021,4,Merchant payments,12895755,13378765005.905182
452,assam,2021,4,Recharge & bill payments,11484376,3842004488.3733196
453,assam,2021,4,Financial Services,60724,65456475.826191336
454,assam,2021,4,Others,185544,97116796.57575196
455,assam,2022,1,Peer-to-peer payments,27156085,108855352347.44865
456,assam,2022,1,Merchant payments,19011883,18833132506.022354
457,assam,2022,1,Recharge & bill payments,12474674,4424035840.366192
458,assam,2022,1,Financial Services,68432,73257991.39188361
459,assam,2022,1,Others,178812,94659207.47378007
460,assam,2022,2,Peer-to-peer payments,33879530,123829913105.31845
461,assam,2022,2,Merchant payments,28377534,24333260089.826862
462,assam,2022,2,Recharge & bill payments,13858113,4814695679.877083
463,assam,2022,2,Financial Services,50785,55549153.74320389
464,assam,2022,2,Others,168763,77624058.0178437
465,assam,2022,3,Peer-to-peer payments,37000266,127264703851.96637
466,assam,2022,3,Merchant payments,34935460,28789992307.161205
467,assam,2022,3,Recharge & bill payments,13974568,5295136932.037907
468,assam,2022,3,Financial Services,65066,62882386.459812224
469,assam,2022,3,Others,138451,76363577.27323309
470,assam,2022,4,Peer-to-peer payments,44828832,150693397669.18314
471,assam,2022,4,Merchant payments,43605784,36033810141.574844
472,assam,2022,4,Recharge & bill payments,15344794,5773980885.270762
473,assam,2022,4,Financial Services,74414,75960367.91633397
474,assam,2022,4,Others,127443,76370123.60102956
475,assam,2023,1,Merchant payments,48987048,39416860194.0
476,assam,2023,1,Peer-to-peer payments,48461200,166509153749.0
477,assam,2023,1,Recharge & bill payments,16113464,6266406177.0
478,assam,2023,1,Financial Services,82270,86978703.0
479,assam,2023,1,Others,116656,74768264.0
480,assam,2023,2,Merchant payments,62403711,45515248236.0
481,assam,2023,2,Peer-to-peer payments,57852989,182809282981.0
482,assam,2023,2,Recharge & bill payments,17858409,6631355080.0
483,assam,2023,2,Financial Services,81172,84797972.0
484,assam,2023,2,Others,94672,70104514.0
485,assam,2023,3,Merchant payments,82126315,51533166362.0
486,assam,2023,3,Peer-to-peer payments,66737077,185030502675.0
487,assam,2023,3,Recharge & bill payments,18524152,7310558505.0
488,assam,2023,3,Financial Services,105975,118529318.0
489,assam,2023,3,Others,81832,65257542.0
490,assam,2023,4,Merchant payments,95438754,60513904505.0
491,assam,2023,4,Peer-to-peer payments,79797949,216875937740.0
492,assam,2023,4,Recharge & bill payments,18323202,8011077428.0
493,assam,2023,4,Financial Services,119386,142552746.0
494,assam,2023,4,Others,72866,60164512.0
495,assam,2024,1,Merchant payments,110124616,68499650021.0
496,assam,2024,1,Peer-to-peer payments,90992228,244008762377.0
497,assam,2024,1,Recharge & bill payments,20239264,8488075878.0
498,assam,2024,1,Financial Services,102326,135951454.0
499,assam,2024,1,Others,66622,51466300.0
500,bihar,2018,1,Recharge & bill payments,3159922,375559206.7727593
501,bihar,2018,1,Peer-to-peer payments,2052089,5295346761.45083
502,bihar,2018,1,Financial Services,194295,33999413.87739952
503,bihar,2018,1,Merchant payments,138885,139827755.73655012
504,bihar,2018,1,Others,279111,201025034.17960182
505,bihar,2018,2,Recharge & bill payments,4346849,700649777.0602969
506,bihar,2018,2,Peer-to-peer payments,3447898,12141448845.077621
507,bihar,2018,2,Merchant payments,311487,318571872.8216527
508,bihar,2018,2,Financial Services,267433,45332532.096432865
509,bihar,2018,2,Others,258711,300128082.6160458
510,bihar,2018,3,Peer-to-peer payments,8893764,18695889187.89432
511,bihar,2018,3,Recharge & bill payments,4401439,804061398.5166465
512,bihar,2018,3,Merchant payments,586862,367608510.7261781
513,bihar,2018,3,Financial Services,274510,33276460.45213346
514,bihar,2018,3,Others,211229,234968821.31206354
515,bihar,2018,4,Peer-to-peer payments,8094296,26224303882.80399
516,bihar,2018,4,Recharge & bill payments,5469096,986310785.0093702
517,bihar,2018,4,Merchant payments,1680664,848968693.0665624
518,bihar,2018,4,Financial Services,237247,36199427.51318769
519,bihar,2018,4,Others,251098,302214380.18458414
520,bihar,2019,1,Peer-to-peer payments,16807040,38824078062.32093
521,bihar,2019,1,Recharge & bill payments,7036367,1333688182.5386746
522,bihar,2019,1,Merchant payments,2055267,1024996999.5279309
523,bihar,2019,1,Financial Services,204689,28599535.734409343
524,bihar,2019,1,Others,252871,291464734.4043106
525,bihar,2019,2,Peer-to-peer payments,15837449,58381285240.80835
526,bihar,2019,2,Recharge & bill payments,9279442,1996804238.2749753
527,bihar,2019,2,Merchant payments,4365465,2308145849.844257
528,bihar,2019,2,Financial Services,129603,63338108.53755434
529,bihar,2019,2,Others,348520,382864846.0767575
530,bihar,2019,3,Peer-to-peer payments,15446119,61831776093.09613
531,bihar,2019,3,Recharge & bill payments,9115040,2140566974.705637
532,bihar,2019,3,Merchant payments,7206001,3413490288.3137074
533,bihar,2019,3,Financial Services,89997,20145460.42764103
534,bihar,2019,3,Others,282743,286804437.7358033
535,bihar,2019,4,Peer-to-peer payments,26337842,86340631422.24606
536,bihar,2019,4,Recharge & bill payments,11358597,2649616529.830146
537,bihar,2019,4,Merchant payments,5519582,4177574379.0405855
538,bihar,2019,4,Financial Services,100192,18815964.761792127
539,bihar,2019,4,Others,214101,126788281.9306988
540,bihar,2020,1,Peer-to-peer payments,23163922,99873688132.9031
541,bihar,2020,1,Recharge & bill payments,13837430,3680590624.9006104
542,bihar,2020,1,Merchant payments,7822567,5562692116.5708065
543,bihar,2020,1,Financial Services,57233,23954789.407903705
544,bihar,2020,1,Others,200663,115927863.46366584
545,bihar,2020,2,Peer-to-peer payments,26572651,116244368941.33606
546,bihar,2020,2,Recharge & bill payments,19522564,5642294772.453551
547,bihar,2020,2,Merchant payments,7011681,6760404421.62296
548,bihar,2020,2,Financial Services,73119,54077813.2606806
549,bihar,2020,2,Others,206727,105377680.17075577
550,bihar,2020,3,Peer-to-peer payments,37294332,153664683751.53278
551,bihar,2020,3,Recharge & bill payments,19027978,6313780616.601829
552,bihar,2020,3,Merchant payments,14777337,13111735855.02769
553,bihar,2020,3,Financial Services,104135,81355476.16367023
554,bihar,2020,3,Others,299966,157309412.49242482
555,bihar,2020,4,Peer-to-peer payments,49432098,208484557891.42865
556,bihar,2020,4,Merchant payments,26750991,23185594534.30522
557,bihar,2020,4,Recharge & bill payments,19908687,6926960996.688756
558,bihar,2020,4,Financial Services,119416,100785736.00790763
559,bihar,2020,4,Others,380481,207713978.04223877
560,bihar,2021,1,Peer-to-peer payments,58566582,242013312361.31104
561,bihar,2021,1,Merchant payments,33959313,30171144593.369873
562,bihar,2021,1,Recharge & bill payments,21974086,8505455545.448764
563,bihar,2021,1,Financial Services,124277,112949858.25028673
564,bihar,2021,1,Others,308219,170787342.8481179
565,bihar,2021,2,Peer-to-peer payments,78694099,319758683264.15344
566,bihar,2021,2,Merchant payments,44686786,43458914639.77138
567,bihar,2021,2,Recharge & bill payments,31646149,11030849713.502428
568,bihar,2021,2,Financial Services,149791,116086345.91301711
569,bihar,2021,2,Others,426797,215721223.2386405
570,bihar,2021,3,Peer-to-peer payments,92785704,331514102784.2631
571,bihar,2021,3,Merchant payments,64094961,53849745604.9643
572,bihar,2021,3,Recharge & bill payments,30081746,11327303470.019915
573,bihar,2021,3,Financial Services,135748,130349071.61901987
574,bihar,2021,3,Others,572954,241260025.54569885
575,bihar,2021,4,Peer-to-peer payments,117340712,423665098014.2792
576,bihar,2021,4,Merchant payments,95992559,81729122295.53772
577,bihar,2021,4,Recharge & bill payments,30824177,13438634948.212643
578,bihar,2021,4,Financial Services,186298,173358268.82083318
579,bihar,2021,4,Others,783199,365400541.9114517
580,bihar,2022,1,Peer-to-peer payments,138085265,500024806542.69324
581,bihar,2022,1,Merchant payments,114892163,95507710275.50963
582,bihar,2022,1,Recharge & bill payments,30545266,15431605247.390364
583,bihar,2022,1,Financial Services,169722,148088975.22896564
584,bihar,2022,1,Others,698018,299484690.3236611
585,bihar,2022,2,Peer-to-peer payments,164119431,610448610667.7207
586,bihar,2022,2,Merchant payments,158289353,126423430586.42947
587,bihar,2022,2,Recharge & bill payments,36950622,17225668601.948982
588,bihar,2022,2,Financial Services,124199,116203820.91131489
589,bihar,2022,2,Others,661424,247541289.12967217
590,bihar,2022,3,Merchant payments,198273336,137873615624.72937
591,bihar,2022,3,Peer-to-peer payments,192304951,632747186972.1919
592,bihar,2022,3,Recharge & bill payments,46044353,20417791249.028316
593,bihar,2022,3,Financial Services,179533,161987346.1868727
594,bihar,2022,3,Others,565212,245905365.7791165
595,bihar,2022,4,Merchant payments,243777692,172924170171.63205
596,bihar,2022,4,Peer-to-peer payments,225487662,739870172148.0806
597,bihar,2022,4,Recharge & bill payments,47054083,22729599211.247635
598,bihar,2022,4,Financial Services,205989,199208429.5113938
599,bihar,2022,4,Others,559223,288999714.3604311
600,bihar,2023,1,Merchant payments,251601655,175053265606.0
601,bihar,2023,1,Peer-to-peer payments,245677870,836428049163.0
602,bihar,2023,1,Recharge & bill payments,49781169,27372239431.0
603,bihar,2023,1,Financial Services,194601,158138446.0
604,bihar,2023,1,Others,575900,265267298.0
605,bihar,2023,2,Merchant payments,330603039,214402873623.0
606,bihar,2023,2,Peer-to-peer payments,293616270,980139698305.0
607,bihar,2023,2,Recharge & bill payments,58928748,31064849666.0
608,bihar,2023,2,Financial Services,211722,190366037.0
609,bihar,2023,2,Others,573315,248957759.0
610,bihar,2023,3,Merchant payments,361940401,206648202575.0
611,bihar,2023,3,Peer-to-peer payments,311779356,908446322767.0
612,bihar,2023,3,Recharge & bill payments,59732275,32565513931.0
613,bihar,2023,3,Financial Services,270376,277782677.0
614,bihar,2023,3,Others,516343,215541416.0
615,bihar,2023,4,Merchant payments,466122317,273626740927.0
616,bihar,2023,4,Peer-to-peer payments,394813298,1121442567078.0
617,bihar,2023,4,Recharge & bill payments,62582448,39095012665.0
618,bihar,2023,4,Financial Services,333579,342560013.0
619,bihar,2023,4,Others,575632,228927732.0
620,bihar,2024,1,Merchant payments,548896156,316662638999.0
621,bihar,2024,1,Peer-to-peer payments,456038110,1275205176229.0
622,bihar,2024,1,Recharge & bill payments,73038449,45243630428.0
623,bihar,2024,1,Financial Services,295689,411700201.0
624,bihar,2024,1,Others,466379,213719039.0
625,chandigarh,2018,1,Recharge & bill payments,201262,47479581.16264416
626,chandigarh,2018,1,Peer-to-peer payments,135136,527998849.34055936
627,chandigarh,2018,1,Merchant payments,21431,19477066.533276718
628,chandigarh,2018,1,Financial Services,8473,1865618.249949839
629,chandigarh,2018,1,Others,15593,16614305.58119321
630,chandigarh,2018,2,Recharge & bill payments,224548,76722906.67871952
631,chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4220204
632,chandigarh,2018,2,Merchant payments,34606,29408471.506333277
633,chandigarh,2018,2,Financial Services,11927,3679451.8635118967
634,chandigarh,2018,2,Others,13376,16116275.274144217
635,chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.9681761
636,chandigarh,2018,3,Recharge & bill payments,236445,100639674.6708905
637,chandigarh,2018,3,Merchant payments,64998,37560565.97386869
638,chandigarh,2018,3,Financial Services,7642,1302311.5967954171
639,chandigarh,2018,3,Others,12493,12234189.324580798
640,chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.3196409
641,chandigarh,2018,4,Recharge & bill payments,310527,128130475.99274208
642,chandigarh,2018,4,Merchant payments,135266,94010713.60616027
643,chandigarh,2018,4,Financial Services,10008,2039811.3372037038
644,chandigarh,2018,4,Others,17854,14538888.5242277
645,chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.6513758
646,chandigarh,2019,1,Recharge & bill payments,390610,161414934.10238376
647,chandigarh,2019,1,Merchant payments,169984,97230471.44089967
648,chandigarh,2019,1,Financial Services,7412,917030.9066760786
649,chandigarh,2019,1,Others,17070,12603012.342693318
650,chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348
651,chandigarh,2019,2,Recharge & bill payments,342294,185659011.54417655
652,chandigarh,2019,2,Merchant payments,277811,152766864.66190332
653,chandigarh,2019,2,Financial Services,5590,839765.161351582
654,chandigarh,2019,2,Others,21926,13928050.053676538
655,chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8041325
